station,mta_id,location,out_of_service,first_missed,estimated_return,outage_hours
South Ferry - (ID: 93),EL730,STREET TO MEZZANINE,2018-03-20T18:04:00.000Z,2018-03-21T01:13:08.475Z,2018-03-21T03:00:00.000Z,7.152354166666666
Fulton St - (ID: 13),EL716,3 LANDINGS,2018-03-20T17:14:00.000Z,2018-03-21T00:58:08.580Z,2018-03-21T02:00:00.000Z,7.735716666666667
42 St - Grand Central - (ID: 49),EL204,STREET TO TERMINAL/MEZZANINE,2018-03-20T16:50:00.000Z,2018-03-20T19:40:08.444Z,2018-03-21T01:00:00.000Z,2.8356788888888884
14 St - (ID: 2),EL223,MEZZANINE TO UPTOWN A/C&E  PLATFORM,2018-03-20T02:00:00.000Z,2018-03-21T09:36:08.097Z,2018-03-20T23:00:00.000Z,31.602249166666663
Clark St - (ID: 10),EL310,LOWER MEZZANINE TO STREET,2018-03-20T15:49:00.000Z,2018-03-20T17:21:08.936Z,2018-03-21T00:00:00.000Z,1.5358155555555555
125 St - (ID: 1),EL142,STREET TO MEZZANINE,2018-03-20T15:18:00.000Z,2018-03-20T16:21:08.429Z,2018-03-21T00:00:00.000Z,1.0523413888888888
34 St - Hudson Yards - (ID: 52),EL603,UPPER MEZZANINE TO STREET,2018-03-20T15:37:00.000Z,2018-03-21T16:38:08.413Z,2018-03-21T00:00:00.000Z,25.01900361111111
Broadway-Lafayette/Bleecker St - (ID: 40),EL332,UPTOWN 6 MEZZANINE TO DOWNTOWN B/D/F/M PLATFORM,2018-03-20T15:10:00.000Z,2018-03-20T16:26:08.356Z,2018-03-20T23:00:00.000Z,1.2689877777777776
125 St - (ID: 27),EL126,MEZZANINE TO UPTOWN AND DOWNTOWN PLATFORMS,2018-03-20T15:00:00.000Z,2018-03-20T17:13:08.070Z,2018-03-20T22:00:00.000Z,2.2189083333333333
14 St - (ID: 2),EL223,MEZZANINE TO UPTOWN A/C&E  PLATFORM,2018-03-20T14:49:00.000Z,2018-03-20T16:31:07.502Z,2018-03-20T23:00:00.000Z,1.702083888888889
South Ferry - (ID: 93),EL730,STREET TO MEZZANINE,2018-03-20T13:31:00.000Z,2018-03-20T16:40:07.833Z,2018-03-20T22:00:00.000Z,3.152175833333333
Far Rockaway - Mott Av - (ID: 67),EL497,STREET TO PLATFORM,2018-03-20T14:40:00.000Z,2018-03-20T18:15:06.935Z,2018-03-20T23:00:00.000Z,3.585259722222222
West 4 St - Washington Sq - (ID: 55),EL333,STREET TO MEZZANINE,2018-03-20T14:30:00.000Z,2018-03-20T22:31:08.056Z,2018-03-20T22:00:00.000Z,8.018904444444445
47-50 St - Rockefeller Ctr - (ID: 50),EL235,MEZZANINE TO UPTOWN,2018-03-20T14:10:00.000Z,2018-03-20T14:34:08.448Z,2018-03-20T23:00:00.000Z,0.4023466666666667
125 St - (ID: 27),EL126,MEZZANINE TO UPTOWN AND DOWNTOWN PLATFORMS,2018-03-20T12:47:00.000Z,2018-03-20T14:59:08.737Z,2018-03-20T21:00:00.000Z,2.2024269444444444
14 St - (ID: 23),EL218,MEZZANINE TO L PLATFORM,2018-03-20T13:50:00.000Z,2018-03-20T15:36:08.527Z,2018-03-20T22:00:00.000Z,1.7690352777777778
Flatbush Av Brooklyn College - (ID: 34),EL319,STREET TO PLATFORMS,2018-03-20T13:18:00.000Z,2018-03-20T20:13:07.425Z,2018-03-20T20:00:00.000Z,6.918729166666666
96 St - (ID: 42),EL145,STREET TO DOWNTOWN PLATFORM,2018-03-20T13:00:00.000Z,2018-03-20T18:10:08.165Z,2018-03-20T20:00:00.000Z,5.168934722222223
Bay Parkway - (ID: 59),EL376,STREET TO MEZZANINE,2018-03-20T11:56:00.000Z,2018-03-20T15:39:07.266Z,2018-03-20T20:00:00.000Z,3.718685
161 St - Yankee Stadium - (ID: 3),EL131,STREET TO MEZZANINE,2018-03-20T12:11:00.000Z,2018-03-20T14:30:07.318Z,2018-03-20T21:00:00.000Z,2.318699444444444
West 4 St - Washington Sq - (ID: 55),EL333,STREET TO MEZZANINE,2018-03-20T11:48:00.000Z,2018-03-20T12:46:08.687Z,2018-03-20T20:00:00.000Z,0.9690797222222222
42 St - Grand Central - (ID: 49),EL244,MEZZANINE TO 7 PLATFORM,2018-03-20T10:32:00.000Z,2018-03-20T17:34:09.613Z,2018-03-20T19:00:00.000Z,7.036003611111112
14 St - (ID: 2),EL221,STREET TO MEZZANINE,2018-03-20T08:26:00.000Z,2018-03-21T01:42:08.471Z,2018-03-20T09:00:00.000Z,17.26901972222222
168 St - (ID: 47),EL114,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-20T03:51:00.000Z,2018-03-20T08:15:07.899Z,2018-03-20T10:00:00.000Z,4.402194166666666
34 St - Hudson Yards - (ID: 52),EL603,UPPER MEZZANINE TO STREET,2018-03-20T08:00:00.000Z,2018-03-20T09:18:08.157Z,2018-03-20T13:00:00.000Z,1.3022658333333335
34 St - Penn - (ID: 7),EL215,MEZZANINE TO EXPRESS PLATFORM,2018-03-20T07:40:00.000Z,2018-03-20T09:27:08.146Z,2018-03-20T10:00:00.000Z,1.7855961111111112
Borough Hall - (ID: 85),EL318,MEZZANINE TO UPTOWN AND DOWNTOWN PLATFORMS,2018-03-20T06:45:00.000Z,2018-03-20T09:07:09.632Z,2018-03-20T10:00:00.000Z,2.369342222222222
Borough Hall - (ID: 85),EL318,MEZZANINE TO UPTOWN AND DOWNTOWN PLATFORMS,2018-03-20T03:00:00.000Z,2018-03-20T06:50:07.132Z,2018-03-20T10:00:00.000Z,3.8353144444444442
Fulton St - (ID: 13),EL716,3 LANDINGS,2018-03-20T06:12:00.000Z,2018-03-20T08:49:08.551Z,2018-03-20T15:00:00.000Z,2.6190419444444446
34 St - Hudson Yards - (ID: 52),EL602,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-20T06:20:00.000Z,2018-03-20T07:25:07.919Z,2018-03-20T10:00:00.000Z,1.0855330555555556
161 St - Yankee Stadium - (ID: 3),EL132,MEZZANINES TO  UPTOWN 4 PLATFORM,2018-03-19T05:45:00.000Z,2018-03-20T09:05:07.681Z,2018-03-20T09:00:00.000Z,27.33546694444444
34 St - Hudson Yards - (ID: 52),EL601,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-20T05:10:00.000Z,2018-03-20T06:20:07.559Z,2018-03-20T10:00:00.000Z,1.168766388888889
Church Av - (ID: 25),EL321,STREET TO DOWNTOWN PLATFORM,2018-03-20T04:44:00.000Z,2018-03-20T08:41:08.004Z,2018-03-20T09:00:00.000Z,3.952223333333334
Jackson Hts - Roosevelt Av - (ID: 14),EL422,LOWER MEZZANINE TO UPTOWN E/F/M/R PLATFORM,2018-03-20T04:30:00.000Z,2018-03-20T09:26:09.419Z,2018-03-20T10:00:00.000Z,4.935949722222222
168 St - (ID: 47),EL114,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-20T03:00:00.000Z,2018-03-20T08:14:08.974Z,2018-03-20T10:00:00.000Z,5.235826111111111
42 St - Grand Central - (ID: 49),EL244,MEZZANINE TO 7 PLATFORM,2018-03-20T04:08:00.000Z,2018-03-20T04:52:07.563Z,2018-03-20T10:00:00.000Z,0.7354341666666666
34 St - Hudson Yards - (ID: 52),EL600,PLATFORM TO LOWER MEZZANINE,2018-03-20T03:50:00.000Z,2018-03-20T05:11:09.155Z,2018-03-20T10:00:00.000Z,1.3525430555555553
161 St - Yankee Stadium - (ID: 3),EL131,STREET TO MEZZANINE,2018-03-20T03:33:00.000Z,2018-03-20T09:12:07.827Z,2018-03-20T09:00:00.000Z,5.652174166666667
51 St - (ID: 20),EL202,DOWNTOWN PLATFORM TO PASSAGEWAY,2018-03-20T03:30:00.000Z,2018-03-20T09:19:09.090Z,2018-03-20T09:00:00.000Z,5.819191666666667
Jay St - Metrotech - (ID: 16),EL706,STREET TO MEZZANINE,2018-03-20T03:26:00.000Z,2018-03-20T05:56:07.864Z,2018-03-20T10:00:00.000Z,2.5021844444444445
14 St - (ID: 2),EL221,STREET TO MEZZANINE,2018-03-20T03:20:00.000Z,2018-03-20T08:27:08.274Z,2018-03-20T11:00:00.000Z,5.118965
34 St - Penn - (ID: 7),EL214,MEZZANINE TO UPTOWN LOCAL PLATFORM,2018-03-20T03:20:00.000Z,2018-03-20T09:20:08.565Z,2018-03-20T10:00:00.000Z,6.002379166666667
168 St - (ID: 47),EL114,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-20T03:01:00.000Z,2018-03-20T04:02:09.115Z,2018-03-20T15:00:00.000Z,1.019198611111111
231 St - (ID: 97),EL184,STREET TO MEZZANINE AND DOWNTOWN PLATFORM,2018-03-20T03:00:00.000Z,2018-03-20T09:22:07.604Z,2018-03-20T09:00:00.000Z,6.3687788888888885
Fulton St - (ID: 13),EL716,3 LANDINGS,2018-03-20T01:44:00.000Z,2018-03-20T04:07:07.161Z,2018-03-20T10:00:00.000Z,2.3853225
East 180 St - (ID: 87),EL159,STREET TO UPTOWN PLATFORM,2018-03-20T01:05:00.000Z,2018-03-20T04:12:07.530Z,2018-03-20T10:00:00.000Z,3.1187583333333335
96 St - (ID: 42),EL145,STREET TO DOWNTOWN PLATFORM,2018-03-20T00:54:00.000Z,2018-03-20T09:20:08.565Z,2018-03-20T09:00:00.000Z,8.4357125
Prospect Park - (ID: 37),EL382,STREET TO UPTOWN PLATFORM,2018-03-20T01:12:00.000Z,2018-03-20T06:47:08.311Z,2018-03-20T10:00:00.000Z,5.585641944444445
181 St - (ID: 58),EL118,LOWER MEZZANINE TO STREET,2018-03-20T01:20:00.000Z,2018-03-20T03:11:08.303Z,2018-03-20T10:00:00.000Z,1.8523063888888889
Crown Hts - Utica Av - (ID: 54),EL323,MEZZANINE TO PLATFORMS,2018-03-20T00:16:00.000Z,2018-03-20T09:24:08.419Z,2018-03-20T09:00:00.000Z,9.135671944444445
8 Av - (ID: 91),EL224,MEZZANINE TO PLATFORM,2018-03-19T18:00:00.000Z,2018-03-20T10:58:07.785Z,2018-03-23T03:00:00.000Z,16.96882916666667
Brooklyn Bridge - City Hall - (ID: 33),EL316,MEZZANINE TO UPTOWN,2018-03-19T21:30:00.000Z,2018-03-20T00:37:08.234Z,2018-03-20T06:00:00.000Z,3.118953888888889
59 St - Columbus Cir - (ID: 29),EL277,MEZZANINE AND DOWNTOWN,2018-03-19T22:51:00.000Z,2018-03-20T07:05:07.642Z,2018-03-20T07:00:00.000Z,8.23545611111111
Hunts Point - (ID: 46),EL195,STREET TO MEZZANINE,2018-03-19T22:01:00.000Z,2018-03-20T00:04:08.651Z,2018-03-20T07:00:00.000Z,2.0524030555555557
42 St - Grand Central - (ID: 49),EL244,MEZZANINE TO 7 PLATFORM,2018-03-19T22:08:00.000Z,2018-03-20T02:59:08.115Z,2018-03-20T07:00:00.000Z,4.852254166666667
181 St - (ID: 5),EL107,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-19T21:46:00.000Z,2018-03-19T23:00:06.312Z,2018-03-20T06:00:00.000Z,1.2350866666666667
34 St - Penn - (ID: 53),EL226,UPTOWN LOCAL PLATFORM TO LOWER MEZZANINE,2018-03-19T21:28:00.000Z,2018-03-20T09:31:08.605Z,2018-03-20T05:00:00.000Z,12.052390277777778
Jackson Hts - Roosevelt Av - (ID: 14),EL422,LOWER MEZZANINE TO UPTOWN E/F/M/R PLATFORM,2018-03-19T19:42:00.000Z,2018-03-19T21:08:07.995Z,2018-03-20T02:00:00.000Z,1.4355541666666667
Fulton St - (ID: 13),EL716,3 LANDINGS,2018-03-19T18:48:00.000Z,2018-03-19T20:45:07.879Z,2018-03-20T03:00:00.000Z,1.952188611111111
Fulton St - (ID: 13),EL720,CENTER ISLAND LOWER PLATFORM TO MEZZANINE,2018-03-19T17:44:00.000Z,2018-03-20T22:58:08.507Z,2018-03-20T02:00:00.000Z,29.235696388888886
181 St - (ID: 58),EL118,LOWER MEZZANINE TO STREET,2018-03-19T17:30:00.000Z,2018-03-19T19:01:08.088Z,2018-03-20T02:00:00.000Z,1.5189133333333333
14 St - (ID: 2),EL221,STREET TO MEZZANINE,2018-03-19T17:19:00.000Z,2018-03-20T00:35:07.827Z,2018-03-20T02:00:00.000Z,7.268840833333333
42 St - Grand Central - (ID: 49),EL206,MEZZANINE TO UPTOWN 4/5/6 PLATFORM,2018-03-19T16:20:00.000Z,2018-03-23T22:16:10.649Z,2018-03-19T21:00:00.000Z,101.93629138888888
Pelham Pkwy - (ID: 90),EL137,MEZZANINE TO SOUTHBOUND PLATFORM,2018-03-19T16:18:00.000Z,2018-03-19T18:31:08.903Z,2018-03-20T01:00:00.000Z,2.219139722222222
Broadway-Lafayette/Bleecker St - (ID: 40),EL332,UPTOWN 6 MEZZANINE TO DOWNTOWN B/D/F/M PLATFORM,2018-03-19T16:11:00.000Z,2018-03-19T21:06:08.207Z,2018-03-20T01:00:00.000Z,4.918946388888888
14 St - (ID: 23),EL218,MEZZANINE TO L PLATFORM,2018-03-19T16:00:00.000Z,2018-03-19T17:04:08.342Z,2018-03-20T00:00:00.000Z,1.0689838888888887
Junction Blvd - (ID: 73),EL425,STREET TO MEZZANINE & OVERPASS,2018-03-19T15:09:00.000Z,2018-03-20T00:29:08.525Z,2018-03-19T23:00:00.000Z,9.33570138888889
East 180 St - (ID: 87),EL160,STREET TO DOWNTOWN PLATFORM,2018-03-19T15:08:00.000Z,2018-03-19T16:08:09.309Z,2018-03-19T18:00:00.000Z,1.0025858333333335
14 St - (ID: 2),EL222,MEZZANINE TO DOWNTOWN A/C&E  PLATFORM,2018-03-19T14:39:00.000Z,2018-03-19T15:25:06.915Z,2018-03-19T17:00:00.000Z,0.7685875
Far Rockaway - Mott Av - (ID: 67),EL497,STREET TO PLATFORM,2018-03-19T14:45:00.000Z,2018-03-19T18:11:09.857Z,2018-03-19T20:00:00.000Z,3.436071388888889
125 St - (ID: 1),EL142,STREET TO MEZZANINE,2018-03-19T14:28:00.000Z,2018-03-19T19:22:08.900Z,2018-03-19T20:00:00.000Z,4.902472222222223
175 St - (ID: 57),EL124,MEZZANINE TO PLATFORM,2018-03-19T14:09:00.000Z,2018-03-19T16:22:08.585Z,2018-03-19T17:00:00.000Z,2.2190513888888885
Broadway-Lafayette/Bleecker St - (ID: 40),EL329,DOWNTOWN 6 MEZZANINE TO DOWNTOWN B/D/F/M PLATFORM,2018-03-19T14:10:00.000Z,2018-03-19T16:38:08.417Z,2018-03-19T22:00:00.000Z,2.469004722222222
Fulton St - (ID: 13),EL732,PLATFORM TO MEZZANINE,2018-03-19T13:48:00.000Z,2018-03-19T16:31:08.250Z,2018-03-19T22:00:00.000Z,2.718958333333333
Bay Parkway - (ID: 59),EL376,STREET TO MEZZANINE,2018-03-19T13:23:00.000Z,2018-03-19T14:53:10.097Z,2018-03-19T22:00:00.000Z,1.5028047222222223
Flatbush Av Brooklyn College - (ID: 34),EL319,STREET TO PLATFORMS,2018-03-19T13:52:00.000Z,2018-03-19T19:26:08.182Z,2018-03-19T20:00:00.000Z,5.568939444444444
59 St - Columbus Cir - (ID: 29),EL277,MEZZANINE AND DOWNTOWN,2018-03-19T13:49:00.000Z,2018-03-19T16:09:08.711Z,2018-03-19T22:00:00.000Z,2.3357530555555557
96 St - (ID: 42),EL146,STREET TO UPTOWN PLATFORM,2018-03-19T13:45:00.000Z,2018-03-19T14:10:06.727Z,2018-03-19T22:00:00.000Z,0.4185352777777778
Fulton St - (ID: 13),EL716,3 LANDINGS,2018-03-19T13:35:00.000Z,2018-03-19T15:51:08.284Z,2018-03-19T18:00:00.000Z,2.2689677777777777
181 St - (ID: 58),EL118,LOWER MEZZANINE TO STREET,2018-03-19T13:00:00.000Z,2018-03-19T17:28:07.739Z,2018-03-19T21:00:00.000Z,4.4688163888888885
42 St - Grand Central - (ID: 49),EL206,MEZZANINE TO UPTOWN 4/5/6 PLATFORM,2018-03-19T13:05:00.000Z,2018-03-19T16:53:08.562Z,2018-03-19T21:00:00.000Z,3.802378333333333
191 St - (ID: 28),EL105,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-19T12:50:00.000Z,2018-03-19T15:11:08.959Z,2018-03-19T21:00:00.000Z,2.3524886111111116
Borough Hall - (ID: 85),EL318,MEZZANINE TO UPTOWN AND DOWNTOWN PLATFORMS,2018-03-19T12:45:00.000Z,2018-03-19T16:25:08.615Z,2018-03-19T21:00:00.000Z,3.6690597222222223
Court St - (ID: 11),EL309,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-19T12:40:00.000Z,2018-03-19T13:57:08.308Z,2018-03-19T21:00:00.000Z,1.2856411111111112
East 180 St - (ID: 87),EL160,STREET TO DOWNTOWN PLATFORM,2018-03-19T12:20:00.000Z,2018-03-19T14:35:07.569Z,2018-03-19T20:00:00.000Z,2.2521025
Forest Hills - 71 Av - (ID: 69),EL437,STREET TO MEZZANINE ALL TRAINS,2018-03-19T11:35:00.000Z,2018-03-19T14:23:08.734Z,2018-03-19T20:00:00.000Z,2.802426111111111
Lexington Av / 63 St - (ID: 17),EL441,MEZZANINE TO PLATFORMS,2018-03-19T09:48:00.000Z,2018-03-19T16:27:08.140Z,2018-03-19T18:00:00.000Z,6.652261111111112
42 St - Bryant Park - (ID: 79),EL287X,STREET TO MEZZANINE,2018-03-19T04:40:00.000Z,2018-03-19T12:26:07.974Z,2018-03-19T13:00:00.000Z,7.768881666666666
Utica Av - (ID: 77),EL344,STREET TO MEZZANINE,2018-03-19T08:23:00.000Z,2018-03-19T09:41:08.947Z,2018-03-19T17:00:00.000Z,1.3024852777777778
Lexington Av / 63 St - (ID: 17),EL402,MEZZANINE TO DOWNTOWN AND DOWNTOWN TO UPTOWN PLATFORM,2018-03-19T07:33:00.000Z,2018-03-19T09:06:07.035Z,2018-03-19T15:00:00.000Z,1.5519541666666667
59 St - Columbus Cir - (ID: 29),EL277,MEZZANINE AND DOWNTOWN,2018-03-19T07:30:00.000Z,2018-03-19T09:23:08.227Z,2018-03-19T16:00:00.000Z,1.8856186111111113
168 St - (ID: 47),EL113,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-19T06:40:00.000Z,2018-03-19T08:14:08.130Z,2018-03-19T10:00:00.000Z,1.5689250000000001
168 St - (ID: 47),EL112,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-19T06:40:00.000Z,2018-03-19T07:19:07.867Z,2018-03-19T10:00:00.000Z,0.6521852777777778
96 St / 2 Av - (ID: 61),EL247,PLATFORM TO MEZZANINE,2018-03-19T06:24:00.000Z,2018-03-19T08:46:07.967Z,2018-03-19T10:00:00.000Z,2.3688797222222227
Kew Gardens / Union Tpk - (ID: 48),EL436,MEZZANINE TO PLATFORM,2018-03-19T05:00:00.000Z,2018-03-19T08:41:07.888Z,2018-03-19T07:00:00.000Z,3.685524444444445
96 St / 2 Av - (ID: 61),EL248,MEZZANINE TO STREET,2018-03-19T04:40:00.000Z,2018-03-19T06:21:07.195Z,2018-03-19T10:00:00.000Z,1.6853319444444446
96 St / 2 Av - (ID: 61),EL248,MEZZANINE TO STREET,2018-03-19T04:38:00.000Z,2018-03-19T05:01:09.536Z,2018-03-19T10:00:00.000Z,0.3859822222222222
59 St - Columbus Cir - (ID: 29),EL278,MEZZANINE AND UPTOWN,2018-03-19T03:39:00.000Z,2018-03-19T09:28:07.500Z,2018-03-19T12:00:00.000Z,5.81875
Jackson Hts - Roosevelt Av - (ID: 14),EL420,MIDDLE MEZZANINE TO STREET TO IRT MEZZANINE TO NORTHBOUND IRT PLATFORM(7),2018-03-19T04:02:00.000Z,2018-03-19T05:28:08.664Z,2018-03-19T06:00:00.000Z,1.4357399999999998
14 St - (ID: 2),EL223,MEZZANINE TO UPTOWN A/C&E  PLATFORM,2018-03-19T03:27:00.000Z,2018-03-20T02:00:07.271Z,2018-03-19T12:00:00.000Z,22.55201972222222
Jackson Hts - Roosevelt Av - (ID: 14),EL422,LOWER MEZZANINE TO UPTOWN E/F/M/R PLATFORM,2018-03-19T03:45:00.000Z,2018-03-19T09:15:07.403Z,2018-03-19T10:00:00.000Z,5.502056388888889
Broadway-Lafayette/Bleecker St - (ID: 40),EL332,UPTOWN 6 MEZZANINE TO DOWNTOWN B/D/F/M PLATFORM,2018-03-19T02:21:00.000Z,2018-03-19T04:30:06.174Z,2018-03-19T13:00:00.000Z,2.1517150000000003
161 St - Yankee Stadium - (ID: 3),EL131,STREET TO MEZZANINE,2018-03-19T03:20:00.000Z,2018-03-19T09:10:07.370Z,2018-03-19T10:00:00.000Z,5.835380555555555
Lexington Av / 63 St - (ID: 17),EL440,MEZZANINE TO UPPER SOUTHBOUND PLATFORM TO LOWER NORTHBOUND PLATFORM,2018-03-19T00:28:00.000Z,2018-03-19T04:56:08.664Z,2018-03-19T09:00:00.000Z,4.469073333333333
191 St - (ID: 28),EL104,STREET TO MEZZANINE / MEZZANINE TO PLATFORM,2018-03-19T00:07:00.000Z,2018-03-19T02:32:08.691Z,2018-03-19T09:00:00.000Z,2.4190808333333336
Fulton St - (ID: 13),EL716,3 LANDINGS,2018-03-18T21:49:00.000Z,2018-03-19T00:06:07.996Z,2018-03-19T06:00:00.000Z,2.285554444444444
Broadway-Lafayette/Bleecker St - (ID: 40),EL331,UPTOWN 6 MEZZANINE TO UPTOWN B/D/F/M PLATFORM,2018-03-18T20:42:00.000Z,2018-03-19T01:09:07.224Z,2018-03-19T05:00:00.000Z,4.452006666666667
Sutphin Blvd - Archer Av - Jfk Airport - (ID: 78),EL448X,STREET TO TA MEZZANINE AND LIRR OVERPASS,2018-03-18T20:49:00.000Z,2018-03-19T17:09:07.920Z,2018-03-19T05:00:00.000Z,20.335533333333334
Clark St - (ID: 10),EL312,LOWER MEZZANINE TO STREET,2018-03-18T20:12:00.000Z,2018-03-18T20:52:08.567Z,2018-03-19T02:00:00.000Z,0.6690463888888889
181 St - (ID: 5),EL107,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-18T19:50:00.000Z,2018-03-18T23:10:08.404Z,2018-03-19T05:00:00.000Z,3.335667777777778
42 St - Port Authority Bus Terminal - (ID: 56),EL291X,STREET TO INTERMEDIATE LANDING,2018-03-18T13:00:00.000Z,2018-03-18T23:51:07.538Z,2018-03-18T21:00:00.000Z,10.85209388888889
233 St - (ID: 44),EL193,MEZZANINE TO DOWNTOWN PLATFORM,2018-03-18T17:19:00.000Z,2018-03-18T21:23:08.284Z,2018-03-19T02:00:00.000Z,4.068967777777778
161 St - Yankee Stadium - (ID: 3),EL134,MEZZANINE TO DOWNTOWN B/ D,2018-03-18T16:33:00.000Z,2018-03-19T06:06:07.745Z,2018-03-20T17:00:00.000Z,13.55215138888889
57 St - 7 Av - (ID: 39),EL281,MEZZANINE TO STREET,2018-03-18T16:07:00.000Z,2018-03-18T18:20:07.543Z,2018-03-19T00:00:00.000Z,2.218761944444444
59 St - Columbus Cir - (ID: 29),EL277,MEZZANINE AND DOWNTOWN,2018-03-18T15:54:00.000Z,2018-03-18T17:08:07.516Z,2018-03-19T00:00:00.000Z,1.235421111111111
Jay St - Metrotech - (ID: 16),EL708,MEZZANINE AND DOWNTOWN,2018-03-18T14:57:00.000Z,2018-03-18T15:48:08.394Z,2018-03-18T23:00:00.000Z,0.8523316666666666
8 Av - (ID: 91),EL224,MEZZANINE TO PLATFORM,2018-03-18T14:45:00.000Z,2018-03-19T03:53:08.524Z,2018-03-18T22:00:00.000Z,13.13570111111111
Hunts Point - (ID: 46),EL195,STREET TO MEZZANINE,2018-03-18T14:17:00.000Z,2018-03-18T14:40:07.471Z,2018-03-18T23:00:00.000Z,0.38540861111111113
161 St - Yankee Stadium - (ID: 3),EL134,MEZZANINE TO DOWNTOWN B/ D,2018-03-18T14:15:00.000Z,2018-03-18T16:35:07.312Z,2018-03-18T20:30:00.000Z,2.3353644444444446
Roosevelt Island - (ID: 60),EL404,STREET TO UPTOWN PLATFORM,2018-03-18T14:00:00.000Z,2018-03-18T15:18:08.459Z,2018-03-18T22:00:00.000Z,1.302349722222222
Dekalb Av - (ID: 12),EL370,STREET TO MEZZANINE,2018-03-18T13:40:00.000Z,2018-03-18T14:53:08.021Z,2018-03-18T22:00:00.000Z,1.218894722222222
Jackson Hts - Roosevelt Av - (ID: 14),EL421,MEZZANINE TO DOWNTOWN E/F/M/R,2018-03-18T13:30:00.000Z,2018-03-18T18:49:07.808Z,2018-03-18T21:00:00.000Z,5.318835555555555
Bowling Green - (ID: 71),EL710,STREET TO MEZZANINE & UPTOWN PLATFORM,2018-03-18T13:25:00.000Z,2018-03-18T14:57:09.046Z,2018-03-18T22:00:00.000Z,1.5358461111111112
Fulton St - (ID: 13),EL732,PLATFORM TO MEZZANINE,2018-03-18T12:30:00.000Z,2018-03-18T13:39:08.662Z,2018-03-18T21:00:00.000Z,1.1524061111111112
181 St - (ID: 5),EL107,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-18T13:07:00.000Z,2018-03-18T16:02:08.481Z,2018-03-18T22:00:00.000Z,2.9190224999999996
168 St - (ID: 47),EL113,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-18T12:45:00.000Z,2018-03-18T13:55:07.149Z,2018-03-18T21:00:00.000Z,1.1686525
Prospect Park - (ID: 37),EL383,STREET TO DOWNTOWN PLATFORM,2018-03-18T11:10:00.000Z,2018-03-18T13:29:08.073Z,2018-03-18T20:00:00.000Z,2.318909166666667
Pelham Pkwy - (ID: 90),EL136,STREET TO MEZZANINE,2018-03-18T12:35:00.000Z,2018-03-18T13:47:08.472Z,2018-03-18T21:00:00.000Z,1.2023533333333334
14 St - (ID: 2),EL223,MEZZANINE TO UPTOWN A/C&E  PLATFORM,2018-03-18T12:10:00.000Z,2018-03-18T14:22:07.978Z,2018-03-18T20:00:00.000Z,2.2022161111111114
Prospect Park - (ID: 37),EL382,STREET TO UPTOWN PLATFORM,2018-03-18T11:10:00.000Z,2018-03-18T12:44:07.665Z,2018-03-18T19:00:00.000Z,1.5687958333333334
168 St - (ID: 47),EL113,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-18T10:21:00.000Z,2018-03-18T12:01:07.843Z,2018-03-18T18:00:00.000Z,1.6688452777777776
42 St - Port Authority Bus Terminal - (ID: 56),EL290X,INTERMEDIATE LANDING TO MEZZANINE,2018-03-18T04:05:00.000Z,2018-03-18T23:53:09.135Z,2018-03-18T13:00:00.000Z,19.802537499999996
42 St - Bryant Park - (ID: 79),EL287X,STREET TO MEZZANINE,2018-03-18T05:45:00.000Z,2018-03-18T23:52:09.251Z,2018-03-18T14:00:00.000Z,18.11923638888889
Flatbush Av Brooklyn College - (ID: 34),EL319,STREET TO PLATFORMS,2018-03-18T08:12:00.000Z,2018-03-18T09:26:08.447Z,2018-03-18T16:00:00.000Z,1.2356797222222222
Flushing Av - (ID: 26),EL395,MEZZANINE TO UPTOWN,2018-03-18T08:17:00.000Z,2018-03-18T10:43:08.061Z,2018-03-18T17:00:00.000Z,2.4355724999999997
190 St - (ID: 51),EL120,LOWER MEZZANINE TO STREET,2018-03-18T08:03:00.000Z,2018-03-18T11:03:07.760Z,2018-03-18T17:00:00.000Z,3.0021555555555555
14 St - (ID: 2),EL223,MEZZANINE TO UPTOWN A/C&E  PLATFORM,2018-03-18T07:24:00.000Z,2018-03-18T09:56:08.570Z,2018-03-18T16:00:00.000Z,2.5357138888888886
96 St - (ID: 42),EL146,STREET TO UPTOWN PLATFORM,2018-03-18T07:07:00.000Z,2018-03-18T09:07:09.018Z,2018-03-18T10:00:00.000Z,2.002505
Sutphin Blvd - Archer Av - Jfk Airport - (ID: 78),EL448X,STREET TO TA MEZZANINE AND LIRR OVERPASS,2018-03-18T05:40:00.000Z,2018-03-18T17:38:08.943Z,2018-03-18T14:00:00.000Z,11.969150833333334
